	dimension 1	dimension 2
1001700609_O6	-4.500135	18.040422
1001700609_O12	30.856672	1.1893852
1001700609_O14	-14.168022	17.727213
1001700609_O17	8.609619	27.599716
1001700609_O19	19.825035	6.5838304
1001700609_O22	23.840334	10.033721
1001700609_P8	21.616491	29.464348
1001700609_P11	9.675785	28.522705
1001700609_P15	21.767921	25.211792
1001700609_P18	18.422993	-11.534987
1001700609_P20	8.675368	30.026424
1001700609_P21	-35.667847	18.451344
1001700611_A3	30.523432	22.98074
1001700611_A4	23.323294	1.017392
1001700611_A7	38.26738	34.385525
1001700611_A10	27.763145	6.3590336
1001700611_A14	40.485283	47.153225
1001700611_B6	23.338732	18.21553
1001700611_B9	31.412565	7.5756288
1001700611_B11	14.95038	31.301176
1001700611_B15	26.335642	24.5759
1001700611_B20	30.00021	52.958965
1001700611_B22	25.525932	29.867838
1001700611_C5	24.240286	9.730337
1001700611_C9	32.345154	4.221798
1001700611_C13	36.236145	52.14574
1001700611_C16	27.809752	35.83422
1001700611_C17	40.241634	49.795525
1001700611_C18	43.751514	49.782867
1001700611_C19	35.95129	31.117172
1001700611_C20	46.322025	54.78067
1001700611_C22	43.271355	57.11729
1001700611_D3	36.261723	47.46166
1001700611_D7	28.531881	9.77966
1001700611_D9	36.49292	21.1719
1001700611_D12	28.849516	17.336834
1001700611_D16	31.234339	21.434639
1001700611_D18	12.028178	17.943459
1001700611_D21	37.349087	34.256546
1001700611_E4	40.52897	49.546898
1001700611_E6	30.979254	23.889215
1001700611_E7	34.735435	37.826935
1001700611_E9	42.804855	32.23527
1001700611_E10	35.237106	50.82708
1001700611_E11	37.581245	49.26011
1001700611_E14	31.177193	5.483101
1001700611_E17	26.011015	21.246284
1001700611_E18	31.332245	4.0276904
1001700611_E20	37.424835	53.097927
1001700611_E22	7.837815	-17.05184
1001700611_F3	30.614922	12.375378
1001700611_F4	34.201527	3.0101597
1001700611_F12	38.405792	29.463457
1001700611_F17	42.814045	31.14858
1001700611_F19	26.049273	33.793823
1001700611_F21	24.714363	9.317357
1001700611_G10	40.268562	31.082987
1001700611_G13	31.536695	21.293768
1001700611_G15	38.849422	51.062202
1001700611_G16	23.04485	-2.6854475
1001700611_G19	24.162886	-2.5695379
1001700611_G22	22.164593	-7.6527147
1001700611_H6	33.85781	32.506977
1001700611_H11	32.39105	13.077945
1001700611_H13	19.882168	-7.75311
1001700611_H17	34.84295	45.867695
1001700611_H18	35.11559	26.9788
1001700611_H20	38.698647	-1.5881788
1001700611_H21	38.853916	49.06923
1001700611_I3	19.41658	-7.1045947
1001700611_I5	-3.3314726	20.548576
1001700611_I8	44.291683	47.4285
1001700611_I11	15.749657	22.899055
1001700611_I13	23.004076	-9.269064
1001700611_I15	28.998547	20.279594
1001700611_I16	43.47058	32.795437
1001700611_I19	41.879986	56.046654
1001700611_I21	38.98098	29.040024
1001700611_J6	34.52275	33.510082
1001700611_J14	37.12788	21.176786
1001700611_J18	29.348415	7.1011696
1001700611_J20	31.698263	15.735022
1001700611_K6	39.58939	4.006688
1001700611_K9	27.44652	36.462646
1001700611_K11	26.701777	29.416552
1001700611_K12	35.91594	25.971292
1001700611_K13	15.613789	27.546846
1001700611_K15	37.82182	52.19084
1001700611_K19	11.571933	28.19957
1001700611_K22	8.726687	-11.3391075
1001700611_L2	37.29495	22.433325
1001700611_L4	24.866932	-3.4359188
1001700611_L5	26.578959	28.108322
1001700611_L7	29.078743	35.324074
1001700611_L8	32.801197	13.997219
1001700611_L10	21.210587	26.56737
1001700611_L12	36.156185	27.602142
1001700611_L16	45.03693	49.79446
1001700611_L17	24.953613	17.432009
1001700611_L19	38.962	40.153786
1001700611_L21	22.167677	27.220575
1001700611_M2	32.383713	5.9638567
1001700611_M5	21.208008	17.810663
1001700611_M6	33.745087	14.246688
1001700611_M7	37.953754	8.678862
1001700611_M11	32.01731	19.046276
1001700611_M12	28.828964	7.379375
1001700611_M14	24.655258	-0.010182157
1001700611_M18	25.584667	6.260733
1001700611_M20	32.85219	5.7230635
1001700611_N7	19.18946	-0.6243518
1001700611_N9	11.410782	28.402546
1001700611_N10	31.753666	51.988384
1001700611_N13	37.912376	53.690365
1001700611_N14	25.133118	5.630029
1001700611_N15	-4.575342	20.370155
1001700611_N16	39.342213	50.43609
1001700611_N19	21.268621	26.144445
1001700611_N20	24.356129	19.172665
1001700611_O5	18.683798	6.3323593
1001700611_O7	41.475853	56.47958
1001700611_O11	24.935036	18.21223
1001700611_O13	23.381323	7.620499
1001700611_O15	33.706787	33.080727
1001700611_O16	35.25758	10.337491
1001700611_O18	40.594357	30.822906
1001700611_O21	16.505808	30.198425
1001700611_P7	42.51201	10.9042
1001700611_P14	31.252245	55.070637
1001700611_P17	8.145741	8.622248
1001700611_P20	27.043423	43.2849
1001700612_A1	-31.279905	20.991339
1001700612_A2	-33.307323	33.289726
1001700612_A3	45.15817	46.750423
1001700612_A15	18.56434	14.048518
1001700612_A17	44.256786	36.814674
1001700612_A18	2.2686381	8.547504
1001700612_A21	29.552084	39.02857
1001700612_C2	46.414486	54.558395
1001700612_C5	32.411892	35.40213
1001700612_C6	26.132385	22.850601
1001700612_C7	34.050144	38.398205
1001700612_C19	-27.975098	25.174349
1001700612_D5	38.97838	21.525251
1001700612_D8	40.236794	45.384132
1001700612_D10	36.77785	47.284035
1001700612_D12	-32.58098	33.898567
1001700612_D16	41.86638	50.344185
1001700612_D18	44.150684	36.605183
1001700612_D21	41.148846	56.862534
1001700612_E1	26.111908	27.56639
1001700612_E2	40.724747	51.568237
1001700612_E3	27.981003	34.195133
1001700612_E6	32.82421	52.229507
1001700612_E9	23.173685	27.738405
1001700612_E10	29.938492	-0.15809895
1001700612_E12	37.162376	55.9797
1001700612_E13	27.723541	51.022293
1001700612_E14	33.3103	36.502586
1001700612_E16	40.116505	24.885786
1001700612_E19	43.02275	55.468224
1001700612_E22	31.79752	47.046684
1001700612_F1	39.318573	53.78365
1001700612_F2	31.088615	49.72705
1001700612_F3	31.191242	51.786777
1001700612_F6	-5.7093525	3.5705879
1001700612_F8	37.479492	27.083197
1001700612_F17	33.1468	39.47386
1001700612_F18	10.08058	21.723803
1001700612_F20	29.360796	31.640726
1001700612_G4	-32.90981	33.07976
1001700612_G5	41.128754	47.128933
1001700612_G7	30.96738	52.866947
1001700612_G10	22.489882	-1.1471738
1001700612_G11	34.002945	56.11499
1001700612_G13	-29.031416	35.2363
1001700612_G15	-32.29101	33.379433
1001700612_G18	47.19014	53.51191
1001700612_G20	25.298489	30.083689
1001700612_H1	41.47651	54.427013
1001700612_H5	22.36027	1.6288825
1001700612_H6	34.324516	55.34943
1001700612_H8	38.727875	42.534695
1001700612_H11	36.82093	56.881485
1001700612_I2	39.430943	58.087513
1001700612_I6	29.142994	37.822052
1001700612_I8	27.989452	11.450244
1001700612_I11	36.04987	51.100918
1001700612_I12	44.40258	48.925495
1001700612_I15	35.067715	44.22718
1001700612_J1	34.36685	50.14292
1001700612_J3	-32.625637	32.731747
1001700612_J8	-4.6442413	14.044326
1001700612_J13	34.099285	48.16353
1001700612_J15	42.514633	52.833084
1001700612_J21	42.67401	44.07338
1001700612_K4	28.66646	-2.7561135
1001700612_K9	26.319963	25.146103
1001700612_K10	-33.44003	31.624767
1001700612_K12	41.48639	44.38851
1001700612_K14	36.898247	45.96169
1001700612_K16	19.82892	24.699196
1001700612_L1	31.397663	35.6502
1001700612_L6	37.153034	49.843178
1001700612_L10	37.5429	54.626804
1001700612_M8	-7.355236	10.159047
1001700612_M10	32.495773	44.334026
1001700612_M14	-28.471058	35.419495
1001700612_M17	17.95423	19.988869
1001700612_N1	-30.001255	23.489742
1001700612_N5	36.013157	53.653023
1001700612_N14	41.528507	20.83395
1001700612_N20	39.771027	24.052357
1001700612_N22	-16.44988	-5.803354
1001700612_O4	44.813267	30.017448
1001700612_O15	43.614777	47.949146
1001700612_O17	-28.455011	35.438557
1001700612_O19	34.570644	46.141148
1001700612_P3	-29.08514	24.629889
1001700612_P6	31.067995	55.890812
1001700612_P7	-31.72222	20.798973
1001700612_P9	-30.206968	24.325787
1001700612_P20	26.914246	38.635975
1001700612_P22	27.312527	44.015594
