	dimension 1	dimension 2
1001700608_C18	31.871166	-12.114594
1001700608_C20	52.449436	-8.721249
1001700608_D6	-51.72581	22.6309
1001700608_D7	-21.567081	-2.8996758
1001700608_D8	-42.738842	-3.8695037
1001700608_D12	-21.596048	-3.304051
1001700608_D17	57.347275	11.69426
1001700608_E1	-15.700518	-1.3676096
1001700608_E2	-2.832551	33.8146
1001700608_E3	6.099467	22.247135
1001700608_E4	-26.104834	1.6457369
1001700608_E8	31.216825	2.4481416
1001700608_E11	42.616287	-6.5969386
1001700608_E14	-42.008343	7.1963496
1001700608_E17	12.791846	-31.170618
1001700608_E19	34.872475	-25.832247
1001700608_E20	-27.132494	-2.7031448
1001700608_F2	39.41043	23.693708
1001700608_F8	-20.987154	32.195663
1001700608_F16	-15.091958	2.907785
1001700608_G1	-20.041746	31.258728
1001700608_G2	9.355439	12.629309
1001700608_G5	-42.39412	2.1743286
1001700608_G11	30.114399	-16.430275
1001700608_G13	18.178965	10.886842
1001700608_G19	-35.705612	18.563866
1001700608_G21	35.57735	-6.344659
1001700608_H3	-50.753635	13.710854
1001700608_H13	-31.715033	4.7890716
1001700608_H16	21.997667	37.0633
1001700608_H17	-31.385149	-3.7964966
1001700608_H19	3.7987406	-9.989645
1001700608_I1	-27.251448	12.375659
1001700608_I2	-61.269333	5.4563303
1001700608_I4	-24.367994	9.27596
1001700608_I11	38.47456	-0.69866586
1001700608_I16	36.67004	-29.563646
1001700608_I20	-42.091557	-1.2636368
1001700608_J3	23.88403	-15.821117
1001700608_J10	5.1606617	8.038758
1001700608_J11	44.332287	1.1806982
1001700608_J14	-40.541756	9.662124
1001700608_J18	1.8455838	-12.377525
1001700608_J19	-51.42985	2.881345
1001700608_J21	-36.069477	19.042671
1001700608_K2	38.610638	-19.794003
1001700608_K4	-52.805393	13.216411
1001700608_K12	36.616104	-18.341179
1001700608_K14	-44.140823	19.917278
1001700608_K17	-32.656586	5.8364167
1001700608_K18	52.715855	7.480851
1001700608_K20	-39.73204	-6.602417
1001700608_L8	37.107822	-2.190414
1001700608_L10	-12.675762	-4.7504597
1001700608_L14	-51.620613	21.29575
1001700608_L16	-44.534256	-3.4483404
1001700608_L17	9.998616	4.2258186
1001700608_L19	37.379486	-7.5758004
1001700608_M2	32.807186	19.697962
1001700608_M4	3.7937655	-12.270202
1001700608_M9	-32.632637	12.466965
1001700608_M10	58.713894	0.87939185
1001700608_M12	11.473133	0.5991477
1001700608_M13	-64.8154	1.8953482
1001700608_M15	-24.345015	8.790268
1001700608_M18	1.1970133	18.982655
1001700608_M20	12.169822	25.59603
1001700608_N6	16.21046	12.137953
1001700608_N9	-41.151424	-6.246511
1001700608_N12	37.685955	-19.264803
1001700608_N13	-45.377728	17.31881
1001700608_N14	31.13062	-17.929775
1001700608_N16	11.158677	25.531973
1001700608_N18	34.6383	-8.471692
1001700608_N19	-30.652874	6.87715
1001700608_O2	32.544033	22.451492
1001700608_O4	36.127003	-11.027927
1001700608_O8	-43.909225	6.0676475
1001700608_O10	-39.095177	16.139711
1001700608_O12	-3.743513	-21.600065
1001700608_O15	44.64095	-13.387622
1001700608_O17	42.53947	-4.8283076
1001700608_O19	-35.571224	4.675203
1001700608_O20	-24.322107	25.771822
1001700608_O22	-16.536932	-6.039047
1001700608_P6	39.173008	-7.451034
1001700608_P7	6.0082035	24.81524
1001700608_P8	33.310246	-0.13794483
1001700608_P11	-14.54424	-2.2610831
1001700608_P14	35.978146	-37.173916
1001700608_P15	6.8852715	34.073723
1001700608_P17	-2.4273252	8.650509
1001700608_P21	-20.555826	-36.404133
1001700609_A1	-36.85226	28.028322
1001700609_A2	-26.0597	-31.296415
1001700609_A9	-56.59922	9.266346
1001700609_A11	-58.91413	11.421425
1001700609_A14	-48.33594	10.646088
1001700609_A16	-61.433308	10.56829
1001700609_A17	-30.153051	2.07021
1001700609_A21	35.629757	31.104359
1001700609_A22	-56.415905	-1.709155
1001700609_B6	-66.224754	-0.5656899
1001700609_B12	-29.727186	11.503016
1001700609_B15	-44.453083	11.981499
1001700609_B22	-24.787914	12.267909
1001700609_C3	-23.886425	6.4834437
1001700609_C4	-33.775925	23.774965
1001700609_C7	-53.989254	13.626312
1001700609_C9	-66.342575	-4.0795865
1001700609_C13	-45.458603	20.59509
1001700609_C16	-34.287395	9.635944
1001700609_C20	31.798561	-2.5613866
1001700609_C21	-49.300865	9.9756565
1001700609_C22	-17.346313	33.175243
1001700609_D2	-31.133448	0.62498707
1001700609_D8	-19.867239	26.732586
1001700609_D14	-14.616845	-14.128835
1001700609_D20	-39.3219	2.9176931
1001700609_D21	-36.732735	10.213622
1001700609_E1	-71.51438	8.239288
1001700609_E9	-4.613328	0.59745127
1001700609_E11	-54.597786	5.854394
1001700609_E12	-53.468952	20.079771
1001700609_E15	-7.2499604	0.009518565
1001700609_E17	24.827066	6.809556
1001700609_E19	-25.80279	28.56543
1001700609_E21	-39.86844	1.0570364
1001700609_F6	-53.817818	-2.203589
1001700609_F8	-14.879702	21.495321
1001700609_F11	-58.488403	-1.7983879
1001700609_F13	-27.602077	3.9641724
1001700609_F14	-25.268936	16.751478
1001700609_F16	-58.842953	6.610864
1001700609_F18	54.864815	-1.7601424
1001700609_F22	-56.569798	-4.5752277
1001700609_G2	-41.795948	14.31557
1001700609_G7	-20.981615	8.680002
1001700609_G10	-23.175133	2.8052611
1001700609_G15	-62.346592	-2.9190934
1001700609_G16	-10.525725	23.627644
1001700609_G18	-49.464405	4.4055195
1001700609_G19	22.053202	1.6577332
1001700609_G21	-41.361233	0.2746226
1001700609_H3	-35.57057	2.4739113
1001700609_H5	-22.528635	-1.8057095
1001700609_H8	-67.58047	-1.1333163
1001700609_H11	-40.27566	14.38293
1001700609_H13	-29.101183	35.617188
1001700609_H18	-29.26354	9.00139
1001700609_H20	-28.075415	9.494196
1001700609_I1	-40.641544	22.952894
1001700609_I4	-37.52231	5.252202
1001700609_I7	-55.368176	-0.17222016
1001700609_I10	-29.07648	7.924754
1001700609_I13	-10.154479	2.239097
1001700609_I15	-23.014893	4.1805706
1001700609_I17	-44.08615	0.010105976
1001700609_I19	-66.43623	-0.6330652
1001700609_I21	-20.464787	-3.3626595
1001700609_J2	-46.87309	3.0619617
1001700609_J6	-34.74678	13.407379
1001700609_J8	-61.282196	13.6549425
1001700609_J11	-12.240343	17.939753
1001700609_J12	-57.048954	-4.2506514
1001700609_J14	31.366869	-6.5277205
1001700609_J16	-40.46223	6.0863442
1001700609_J19	-45.36365	2.5073295
1001700609_J21	-26.428034	9.790018
1001700609_J22	-57.430874	10.219823
1001700609_K3	-52.246624	20.837896
1001700609_K4	-20.64714	2.9447584
1001700609_K11	-37.16619	24.570349
1001700609_K12	-45.516148	10.120129
1001700609_K18	-34.18177	5.658799
1001700609_K20	-57.949512	-4.417094
1001700609_K22	-43.79356	6.1660933
1001700609_L1	-15.242431	38.611305
1001700609_L2	-22.027601	-4.387962
1001700609_L5	-26.981892	10.418723
1001700609_L10	-36.10735	6.416451
1001700609_L13	-9.578064	6.273344
1001700609_L19	-39.345108	11.330878
1001700609_L20	-67.22602	0.64919174
1001700609_L21	-42.94214	-7.3647075
1001700609_M2	-7.683589	-0.02776537
1001700609_M3	-34.03063	0.5341687
1001700609_M6	-50.58198	0.0648394
1001700609_M8	-29.548176	14.012354
1001700609_M12	-10.86987	-5.6375055
1001700609_M14	-29.0759	23.234201
1001700609_M17	-42.905006	-2.3365817
1001700609_M18	-54.763657	6.6511793
1001700609_M22	-27.093557	7.270104
1001700609_N2	56.72154	11.137699
1001700609_N4	-39.778316	16.022936
1001700609_N5	-27.137201	19.38053
1001700609_N7	-1.4085629	-0.9457675
1001700609_N9	-47.276684	17.92612
1001700609_N11	-28.654646	23.758726
1001700609_N12	-26.912884	11.517047
1001700609_N13	-46.40533	9.845461
1001700609_N14	-15.137951	2.824132
1001700609_N15	-35.86077	-1.0620838
1001700609_N16	-59.057156	1.3044971
1001700609_N17	-25.41221	16.232395
1001700609_N18	-58.895184	0.2169177
1001700609_N21	-47.578564	11.772428
1001700609_O3	-23.749144	3.846937
1001700609_O6	-9.816877	17.39922
1001700609_O12	-31.508684	14.154479
1001700609_O14	0.10994463	25.258799
1001700609_O17	-34.517475	26.62848
1001700609_O19	-26.114649	12.6968155
1001700609_O22	-19.945566	13.424082
1001700609_P8	-54.01309	12.05703
1001700609_P11	-35.57127	25.996098
1001700609_P15	-50.95844	11.478519
1001700609_P18	22.01916	37.935272
1001700609_P20	-36.52858	27.387701
1001700609_P21	-22.986427	-35.808693
1001700610_A3	45.757282	15.124053
1001700610_A4	57.127213	-11.40065
1001700610_A7	24.335924	24.039104
1001700610_A15	54.62939	-27.342113
1001700610_A17	25.378374	-4.655029
1001700610_B1	36.445515	-2.6728761
1001700610_B2	27.821005	29.64663
1001700610_B5	30.618513	-4.579894
1001700610_B8	-8.375491	-3.9039786
1001700610_B12	11.804361	14.575345
1001700610_B14	-1.1548835	-18.29567
1001700610_B16	36.018032	6.2883058
1001700610_B22	22.826612	-24.263985
1001700610_C10	54.98054	-22.150862
1001700610_C15	53.29967	2.5428994
1001700610_C19	55.34545	-22.622118
1001700610_D3	45.962345	-4.4133406
1001700610_D9	18.666428	-15.999844
1001700610_D11	46.782856	13.490391
1001700610_D14	51.179714	-8.711191
1001700610_D17	-4.3843517	25.99112
1001700610_D21	6.580808	13.990923
1001700610_E5	32.629143	-12.857886
1001700610_E15	23.133677	1.3772451
1001700610_E19	37.098618	-9.793436
1001700610_F8	58.899605	-5.388101
1001700610_F11	-1.2114108	-25.663437
1001700610_F12	59.540813	-20.222088
1001700610_F14	-19.007452	26.279263
1001700610_F16	26.300661	-10.236412
1001700610_G4	11.303355	-7.594488
1001700610_G6	31.75269	-17.804604
1001700610_G13	59.500294	-18.698256
1001700610_G18	45.613396	1.4263667
1001700610_G21	-7.7992883	29.502193
1001700610_G22	35.658092	-3.8344073
1001700610_H9	26.083208	10.551284
1001700610_H16	30.81864	-5.480229
1001700610_I1	7.3468013	-1.1131599
1001700610_I3	17.307367	19.971333
1001700610_I8	33.115673	-17.464256
1001700610_I11	-9.893321	36.967884
1001700610_I14	10.7624235	14.527553
1001700610_I17	20.745667	-7.4208865
1001700610_I21	14.604355	-14.770446
1001700610_J8	-5.805515	-7.544003
1001700610_J10	9.990874	28.174967
1001700610_J13	10.813566	7.6162653
1001700610_J22	54.137585	-27.197567
1001700610_K2	52.43755	-27.030697
1001700610_K6	44.808395	-24.739094
1001700610_K11	45.585278	-11.008918
1001700610_K13	22.65812	-6.3051724
1001700610_K15	16.854292	-43.27072
1001700610_K18	31.430244	8.826259
1001700610_K20	17.30979	-43.21958
1001700610_K21	33.297173	-9.563734
1001700610_L8	15.639171	-17.995771
1001700610_L13	24.990986	-10.469926
1001700610_L14	27.2603	27.365566
1001700610_L16	25.157898	-7.300005
1001700610_L19	11.753633	19.140127
1001700610_L22	-1.8227342	-22.703283
1001700610_M11	53.392456	-3.7134092
1001700610_M17	-5.3721824	-5.0756755
1001700610_M20	41.186443	0.14850688
1001700610_M21	34.26799	-22.051754
1001700610_N18	44.958702	11.429301
1001700610_N19	37.53618	-3.629457
1001700610_N22	-10.03324	-24.025763
1001700610_O6	3.653419	-14.302416
1001700610_P11	61.408966	-19.838425
1001700610_P13	-1.7129899	-21.505358
1001700610_P15	25.748444	6.722905
1001700610_P18	27.207926	-8.357063
1001700611_A3	-53.171787	-3.9815228
1001700611_A4	-29.674711	16.492023
1001700611_A7	-60.60924	14.846522
1001700611_A10	-33.108086	6.5290785
1001700611_A14	-73.35916	3.7821994
1001700611_B6	-31.61027	18.478024
1001700611_B9	-34.31167	11.309088
1001700611_B11	-44.44214	3.652196
1001700611_B15	-51.080257	-0.1275852
1001700611_B20	-80.00939	1.9545143
1001700611_B22	-52.396496	5.0070715
1001700611_C5	-34.28202	2.1627212
1001700611_C9	-36.954693	12.240941
1001700611_C13	-78.44726	9.734953
1001700611_C16	-58.01665	2.4958878
1001700611_C17	-76.0044	4.0975204
1001700611_C18	-73.715164	6.556504
1001700611_C19	-62.01365	9.63796
1001700611_C20	-82.46575	-0.80433303
1001700611_C22	-85.65621	11.281688
1001700611_D3	-72.58038	11.741401
1001700611_D7	-35.746628	6.895499
1001700611_D9	-50.664116	8.37003
1001700611_D12	-50.53987	4.5472827
1001700611_D16	-54.72976	-1.5165026
1001700611_D18	-25.204828	26.501066
1001700611_D21	-60.851315	13.901934
1001700611_E4	-75.818214	3.9368665
1001700611_E6	-53.26643	-4.7130523
1001700611_E7	-63.639545	3.294519
1001700611_E9	-66.62994	12.174843
1001700611_E10	-79.24135	11.814334
1001700611_E11	-76.3441	8.553531
1001700611_E14	-35.533436	11.353588
1001700611_E17	-48.7415	1.4669149
1001700611_E18	-37.029964	11.269302
1001700611_E20	-78.836266	7.7564344
1001700611_E22	-25.766909	-3.4959757
1001700611_F3	-39.22942	8.614766
1001700611_F4	-37.007656	14.231972
1001700611_F12	-59.91281	9.385503
1001700611_F17	-66.0199	13.315869
1001700611_F19	-55.513565	3.2301354
1001700611_F21	-34.341644	2.3765523
1001700611_G10	-64.3214	11.352195
1001700611_G13	-54.986412	-1.6485939
1001700611_G15	-77.818405	5.1705785
1001700611_G16	-28.080729	5.2436733
1001700611_G19	-27.245039	5.994533
1001700611_G22	-22.609388	4.287004
1001700611_H6	-61.488525	6.3559957
1001700611_H11	-41.115738	9.947906
1001700611_H13	-21.088974	4.085665
1001700611_H17	-75.07059	12.8910055
1001700611_H18	-48.01913	5.65533
1001700611_H20	-50.75273	21.097738
1001700611_H21	-76.425125	6.2951217
1001700611_I3	-20.348545	4.443612
1001700611_I5	-12.337865	16.306932
1001700611_I8	-73.69112	8.708732
1001700611_I11	-42.949432	7.2762604
1001700611_I13	-22.211658	5.724511
1001700611_I15	-49.866905	-4.895927
1001700611_I16	-67.40221	12.522244
1001700611_I19	-84.42341	10.113032
1001700611_I21	-59.29257	9.627938
1001700611_J6	-60.599277	7.5915413
1001700611_J14	-50.273304	8.340861
1001700611_J18	-34.30603	8.16625
1001700611_J20	-41.97568	11.809837
1001700611_K6	-41.095146	3.0371768
1001700611_K9	-58.584724	2.0566692
1001700611_K11	-51.33907	4.417129
1001700611_K12	-46.47314	6.5806975
1001700611_K13	-45.185524	-0.3404933
1001700611_K15	-77.94839	7.3768578
1001700611_K19	-35.227932	23.82293
1001700611_K22	-6.5853105	6.4853454
1001700611_L2	-49.338905	7.929349
1001700611_L4	-26.106041	6.193765
1001700611_L5	-53.044117	2.8862567
1001700611_L7	-54.20919	9.492507
1001700611_L8	-42.079098	10.019888
1001700611_L10	-52.20521	11.871534
1001700611_L12	-58.42811	11.166732
1001700611_L16	-72.5836	6.8665776
1001700611_L17	-40.750492	1.5048693
1001700611_L19	-67.7479	0.7979453
1001700611_L21	-53.31344	9.902594
1001700611_M2	-35.304005	12.351682
1001700611_M5	-40.698273	-2.3728037
1001700611_M6	-42.909863	10.347523
1001700611_M7	-40.432384	16.85366
1001700611_M11	-55.90183	17.01129
1001700611_M12	-33.772938	7.9080153
1001700611_M14	-29.094671	7.4824963
1001700611_M18	-31.28217	2.6637087
1001700611_M20	-35.692177	12.708772
1001700611_N7	-32.502808	8.38838
1001700611_N9	-35.178078	24.072605
1001700611_N10	-78.77423	1.0037785
1001700611_N13	-79.41878	7.5920453
1001700611_N14	-30.529684	2.259123
1001700611_N15	-11.730664	17.478258
1001700611_N16	-77.191864	4.7775183
1001700611_N19	-51.925266	11.374218
1001700611_N20	-33.32963	19.401335
1001700611_O5	-25.865656	13.821135
1001700611_O7	-84.03778	10.524513
1001700611_O11	-41.203125	2.0213819
1001700611_O13	-32.717136	2.489465
1001700611_O15	-60.793274	6.880876
1001700611_O16	-40.86237	13.949045
1001700611_O18	-64.769394	11.681155
1001700611_O21	-45.354565	2.6359515
1001700611_P7	-44.909645	19.95538
1001700611_P14	-82.01076	2.68037
1001700611_P17	-10.459879	31.276667
1001700611_P20	-66.28457	7.229198
1001700612_A1	-25.751604	-32.20038
1001700612_A2	-33.184975	-40.054367
1001700612_A3	-73.06479	9.326946
1001700612_A15	-32.927746	12.190392
1001700612_A17	-70.00537	-3.84458
1001700612_A18	-13.624934	27.25724
1001700612_A21	-60.847588	3.068517
1001700612_C2	-82.22842	-0.8250846
1001700612_C5	-63.51122	6.5563025
1001700612_C6	-49.726376	0.71041155
1001700612_C7	-64.492836	3.5879405
1001700612_C19	-30.663029	-32.38729
1001700612_D5	-50.561203	6.622299
1001700612_D8	-72.75605	2.168115
1001700612_D10	-73.35777	11.402177
1001700612_D12	-33.974396	-39.681976
1001700612_D16	-75.01645	5.203118
1001700612_D18	-70.03116	-3.7278306
1001700612_D21	-83.70187	10.887478
1001700612_E1	-53.33021	2.3211992
1001700612_E2	-76.56858	2.7262316
1001700612_E3	-56.945335	4.159373
1001700612_E6	-77.80045	1.0245278
1001700612_E9	-53.07727	9.019103
1001700612_E10	-29.927061	13.811705
1001700612_E12	-81.2556	8.109626
1001700612_E13	-78.45187	3.5038939
1001700612_E14	-63.72459	5.29951
1001700612_E16	-61.116673	-7.6633954
1001700612_E19	-85.60942	9.665858
1001700612_E22	-71.878075	13.542315
1001700612_F1	-79.42444	6.176592
1001700612_F2	-77.740715	-0.7693221
1001700612_F3	-79.55211	0.42407638
1001700612_F6	-18.707617	19.067244
1001700612_F8	-58.126045	12.699918
1001700612_F17	-65.66544	3.964608
1001700612_F18	-35.66553	-2.3457494
1001700612_F20	-55.284996	7.3954215
1001700612_G4	-33.171993	-39.669838
1001700612_G5	-72.87938	4.0965676
1001700612_G7	-79.33048	1.8086455
1001700612_G10	-29.11773	6.000435
1001700612_G11	-82.17786	5.162898
1001700612_G13	-36.805515	-37.3274
1001700612_G15	-33.65622	-39.307095
1001700612_G18	-80.93533	-1.0271902
1001700612_G20	-52.596165	5.1419373
1001700612_H1	-84.0075	8.578715
1001700612_H5	-29.981236	17.211695
1001700612_H6	-81.54525	5.4111705
1001700612_H8	-70.44507	3.4880326
1001700612_H11	-81.3792	9.144551
1001700612_I2	-81.05372	12.110661
1001700612_I6	-59.930252	2.8009076
1001700612_I8	-36.768814	7.9160423
1001700612_I11	-78.11832	10.404076
1001700612_I12	-73.32546	7.44048
1001700612_I15	-74.546425	14.518733
1001700612_J1	-78.829735	13.073182
1001700612_J3	-33.01376	-39.326473
1001700612_J8	-6.858042	14.245106
1001700612_J13	-77.01278	11.5923
1001700612_J15	-84.52581	7.4954734
1001700612_J21	-74.280655	0.69667894
1001700612_K4	-30.034237	11.162628
1001700612_K9	-51.642193	0.084218375
1001700612_K10	-31.723774	-39.592308
1001700612_K12	-74.2264	1.8678614
1001700612_K14	-74.12593	11.669661
1001700612_K16	-46.408028	17.956646
1001700612_L1	-64.04528	7.3432064
1001700612_L6	-76.88073	8.786688
1001700612_L10	-80.173935	7.629699
1001700612_M8	-3.7938318	15.149594
1001700612_M10	-77.17629	14.179949
1001700612_M14	-37.14453	-36.980793
1001700612_M17	-46.277428	-4.8910446
1001700612_N1	-28.404627	-31.756071
1001700612_N5	-79.82712	9.424906
1001700612_N14	-53.489723	-7.649261
1001700612_N20	-60.68458	-7.3504195
1001700612_N22	-0.104143366	11.380981
1001700612_O4	-62.079857	-2.1032424
1001700612_O15	-74.638725	8.459191
1001700612_O17	-37.167507	-36.974354
1001700612_O19	-75.05728	12.912068
1001700612_P3	-29.721212	-31.800089
1001700612_P6	-82.74377	2.4671335
1001700612_P7	-25.324282	-32.576145
1001700612_P9	-28.892363	-31.126188
1001700612_P20	-61.02792	0.88838226
1001700612_P22	-67.05667	7.2790556
