	dimension 1	dimension 2
1001700611_M6	-28.657509	-11.470196
1001700611_M7	-32.88252	-5.0543537
1001700611_M11	-36.524414	-8.850633
1001700611_M12	-23.281153	-6.049818
1001700611_M14	-16.752096	1.4336766
1001700611_M18	-19.217974	-4.2451277
1001700611_M20	-28.714094	-2.0157988
1001700611_N7	-22.915056	-5.239769
1001700611_N9	-18.537855	-34.654892
1001700611_N10	-60.33086	-12.646917
1001700611_N13	-66.0776	-16.333647
1001700611_N14	-18.305561	-4.1864347
1001700611_N15	14.030959	-19.624853
1001700611_N16	-61.704384	-20.703157
1001700611_N19	-27.312513	-26.112938
1001700611_N20	-22.233704	-19.028122
1001700611_O5	-14.690932	-11.356719
1001700611_O7	-71.719376	-18.429802
1001700611_O11	-22.489626	-21.043598
1001700611_O13	-20.887789	-0.3257895
1001700611_O15	-44.30765	-24.282656
1001700611_O16	-29.080189	-5.7905107
1001700611_O18	-42.562103	-14.847536
1001700611_O21	-20.029919	-29.127808
1001700611_P7	-10.447457	-14.111378
1001700611_P14	-63.919456	-10.971871
1001700611_P17	-3.0415246	-23.091835
1001700611_P20	-48.1835	-29.573202
1001700612_A1	-11.008501	35.83239
1001700612_A2	-24.07069	40.948982
1001700612_A3	-67.0768	-25.003017
1001700612_A15	-16.876955	-17.287241
1001700612_A17	-50.304684	-13.958847
1001700612_A18	5.053678	-23.286522
1001700612_A21	-41.491886	-22.162407
1001700612_C2	-61.708668	-8.345868
1001700612_C5	-46.69748	-24.979141
1001700612_C6	-31.016739	-34.98308
1001700612_C7	-48.94695	-20.65364
1001700612_C19	-16.26307	35.620735
1001700612_D5	-39.808605	-30.336285
1001700612_D8	-58.205433	-25.4686
1001700612_D10	-61.01301	-16.929615
1001700612_D12	-24.624786	40.090286
1001700612_D16	-63.253304	-22.61231
1001700612_D18	-49.960094	-13.831617
1001700612_D21	-71.50375	-17.847977
1001700612_E1	-35.87703	-32.25507
1001700612_E2	-59.441128	-21.014174
1001700612_E3	-38.71059	-24.864405
1001700612_E6	-61.433968	-13.307081
1001700612_E9	-29.619186	-26.853058
1001700612_E10	-24.518887	6.7273264
1001700612_E12	-68.13654	-14.15603
1001700612_E13	-54.8945	-11.803637
1001700612_E14	-47.26245	-23.635674
1001700612_E16	-42.85485	-29.636093
1001700612_E19	-72.869576	-20.228973
1001700612_E22	-57.051823	-15.032252
1001700612_F1	-68.0858	-16.693394
1001700612_F2	-58.953854	-14.037588
1001700612_F3	-60.408363	-11.341858
1001700612_F6	-16.096853	-28.186968
1001700612_F8	-40.272324	-13.6346855
1001700612_F17	-49.45296	-19.024334
1001700612_F18	-24.136166	-12.784964
1001700612_F20	-35.795036	-28.529247
1001700612_G4	-23.72643	40.5218
1001700612_G5	-59.98853	-27.456211
1001700612_G7	-59.60047	-12.260735
1001700612_G10	-14.977484	1.0465121
1001700612_G11	-65.46082	-12.995312
1001700612_G13	-26.474928	37.03813
1001700612_G15	-23.965725	39.76853
1001700612_G18	-60.440735	-9.101856
1001700612_G20	-31.92538	-29.295479
1001700612_H1	-70.88875	-20.422276
1001700612_H5	-11.644523	-9.53255
1001700612_H6	-65.00008	-13.825032
1001700612_H8	-55.1825	-21.066887
1001700612_H11	-69.25006	-13.986685
1001700612_I2	-68.70902	-19.487907
1001700612_I6	-40.312527	-22.283396
1001700612_I8	-24.727192	-37.069973
1001700612_I11	-65.45448	-19.533545
1001700612_I12	-64.76659	-24.772343
1001700612_I15	-57.429077	-19.06523
1001700612_J1	-67.217415	-21.043846
1001700612_J3	-23.254036	40.246647
1001700612_J8	5.9109454	-20.134212
1001700612_J13	-64.67956	-20.803007
1001700612_J15	-70.53774	-22.032825
1001700612_J21	-60.787434	-24.45685
1001700612_K4	-20.58052	5.807696
1001700612_K9	-32.714977	-32.955082
1001700612_K10	-22.343954	41.302353
1001700612_K12	-59.792137	-23.540833
1001700612_K14	-59.842255	-17.475983
1001700612_K16	-27.555912	-24.125616
1001700612_L1	-47.528748	-25.989857
1001700612_L6	-63.48452	-18.095663
1001700612_L10	-66.602165	-15.317822
1001700612_M8	11.869552	-13.779311
1001700612_M10	-54.80755	-17.445791
1001700612_M14	-26.849255	36.42199
1001700612_M17	-15.271077	-22.492334
1001700612_N1	-13.439208	35.742596
1001700612_N5	-66.4757	-17.516254
1001700612_N14	-41.37674	-32.89153
1001700612_N20	-41.909447	-29.640297
1001700612_N22	30.021168	-6.740975
1001700612_O4	-44.40402	-10.118228
1001700612_O15	-65.90017	-23.279415
1001700612_O17	-26.87684	36.404716
1001700612_O19	-58.078697	-17.138367
1001700612_P3	-14.990938	35.90193
1001700612_P6	-64.52358	-10.2463
1001700612_P7	-10.634893	35.38102
1001700612_P9	-13.953021	36.63801
1001700612_P20	-56.36295	-25.092575
1001700612_P22	-49.079765	-29.866602
